block,solver,A_name,q,sigma,instance_id,K,success,success_impute,success_single,success_single_impute,eps_success_impute,best_restart_id,best_error,best_error_full,best_score,single_restart_id,single_score,single_error,single_error_full,single_d_H,best_restart_id_symbolic,best_d_H,best_score_symbolic,bq_abs,spacing_y0,interior_sep_T1,minimax_lb_E_x,digital_regime
A,neural,A1,3,0.0,0,1,0,0,0,0,0.3043807145043604,5,1.4142148759933206,2.449490501202042,6.081601888752175e-11,5,6.081601888752175e-11,1.4142148759933206,2.449490501202042,0.6666666666666666,5,0.6666666666666666,6.081601888752175e-11,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,0,1,0,0,0,0,0.3043807145043604,1,1.4142135623730963,2.4494897427831788,0.0,1,0.0,1.4142135623730963,2.4494897427831788,0.6666666666666666,1,0.6666666666666666,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,1,1,0,0,0,0,0.3043807145043604,3,1.9999999103546977,2.0000001982878284,3.4198321827716427e-06,3,3.4198321827716427e-06,1.9999999103546977,2.0000001982878284,0.6666666666666666,3,0.6666666666666666,3.4198321827716427e-06,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,1,1,0,0,0,0,0.3043807145043604,0,1.847759065022574,2.3268462696046543,0.0,0,0.0,1.847759065022574,2.3268462696046543,0.6666666666666666,0,0.6666666666666666,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,2,1,0,0,0,0,0.3043807145043604,62,0.7653674115192705,1.6080406565763852,2.7985410863684557e-11,62,2.7985410863684557e-11,0.7653674115192705,1.6080406565763852,0.3333333333333333,62,0.3333333333333333,2.7985410863684557e-11,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,2,1,0,0,0,0,0.3043807145043604,2,0.7653668647301799,1.6080380709507176,0.0,2,0.0,0.7653668647301799,1.6080380709507176,0.3333333333333333,2,0.3333333333333333,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,3,1,0,0,0,0,0.3043807145043604,4,0.7653666070373466,1.6080372697009266,6.158037404654926e-13,4,6.158037404654926e-13,0.7653666070373466,1.6080372697009266,0.3333333333333333,4,0.3333333333333333,6.158037404654926e-13,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,3,1,1,1,1,1,0.3043807145043604,0,4.196877994341497e-15,4.982415740499152e-15,0.0,0,0.0,4.196877994341497e-15,4.982415740499152e-15,0.0,0,0.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,4,1,0,0,0,0,0.3043807145043604,38,1.4142134749186865,2.449489692291308,1.010451054425654e-12,38,1.010451054425654e-12,1.4142134749186865,2.449489692291308,1.0,38,1.0,1.010451054425654e-12,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,4,1,0,0,0,0,0.3043807145043604,0,1.8477590650225753,2.326846269604656,0.0,0,0.0,1.8477590650225753,2.326846269604656,1.0,0,1.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,5,1,1,1,1,1,0.3043807145043604,12,1.3672313396244584e-06,1.3719869373546306e-06,5.304327463373504e-11,12,5.304327463373504e-11,1.3672313396244584e-06,1.3719869373546306e-06,0.0,12,0.0,5.304327463373504e-11,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,5,1,0,0,0,0,0.3043807145043604,1,1.8477590650225726,2.326846269604653,0.0,1,0.0,1.8477590650225726,2.326846269604653,1.0,1,1.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,6,1,1,1,1,1,0.3043807145043604,56,7.155182193224043e-07,1.0098566860158699e-06,1.0918673734247597e-12,56,1.0918673734247597e-12,7.155182193224043e-07,1.0098566860158699e-06,0.0,56,0.0,1.0918673734247597e-12,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,6,1,0,0,0,0,0.3043807145043604,0,0.7653668647301797,1.6080380709507178,0.0,0,0.0,0.7653668647301797,1.6080380709507178,0.6666666666666666,0,0.6666666666666666,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,7,1,1,1,1,1,0.3043807145043604,17,1.1857323514493315e-05,2.429826284773906e-05,4.32578056708266e-10,17,4.32578056708266e-10,1.1857323514493315e-05,2.429826284773906e-05,0.0,17,0.0,4.32578056708266e-10,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,7,1,0,0,0,0,0.3043807145043604,0,0.7653668647301796,1.6080380709507174,0.0,0,0.0,0.7653668647301796,1.6080380709507174,1.0,0,1.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,8,1,0,0,0,0,0.3043807145043604,12,1.4142138248036267,2.4494898942962595,1.6135270897166265e-10,12,1.6135270897166265e-10,1.4142138248036267,2.4494898942962595,1.0,12,1.0,1.6135270897166265e-10,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,8,1,1,1,1,1,0.3043807145043604,0,2.6852712547870858e-15,3.0063273346427897e-15,0.0,0,0.0,2.6852712547870858e-15,3.0063273346427897e-15,0.0,0,0.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,9,1,0,0,0,0,0.3043807145043604,45,1.414213919612882,2.449489949035612,1.0333216487329322e-12,45,1.0333216487329322e-12,1.414213919612882,2.449489949035612,1.0,45,1.0,1.0333216487329322e-12,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,9,1,0,0,0,0,0.3043807145043604,0,0.7653668647301783,1.6080380709507174,0.0,0,0.0,0.7653668647301783,1.6080380709507174,1.0,0,1.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,10,1,0,0,0,0,0.3043807145043604,25,1.999999999999997,1.9999999999999978,1.216286403191158e-12,25,1.216286403191158e-12,1.999999999999997,1.9999999999999978,1.0,25,1.0,1.216286403191158e-12,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,10,1,0,0,0,0,0.3043807145043604,1,1.4142135623730967,2.449489742783179,0.0,1,0.0,1.4142135623730967,2.449489742783179,1.0,1,1.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,11,1,0,0,0,0,0.3043807145043604,24,0.7653672438976857,1.6080387176215394,1.3912390120149332e-12,24,1.3912390120149332e-12,0.7653672438976857,1.6080387176215394,1.0,24,1.0,1.3912390120149332e-12,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,11,1,0,0,0,0,0.3043807145043604,1,1.8477590650225744,2.3268462696046557,0.0,1,0.0,1.8477590650225744,2.3268462696046557,0.6666666666666666,1,0.6666666666666666,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,12,1,0,0,0,0,0.3043807145043604,12,1.9999999999985445,2.0000000000003166,4.983073675912664e-11,12,4.983073675912664e-11,1.9999999999985445,2.0000000000003166,0.6666666666666666,12,0.6666666666666666,4.983073675912664e-11,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,12,1,0,0,0,0,0.3043807145043604,0,0.7653668647301799,1.6080380709507172,0.0,0,0.0,0.7653668647301799,1.6080380709507172,0.6666666666666666,0,0.6666666666666666,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,13,1,0,0,0,0,0.3043807145043604,35,1.4142132119806534,2.449489540484018,8.36664071357518e-13,35,8.36664071357518e-13,1.4142132119806534,2.449489540484018,1.0,35,1.0,8.36664071357518e-13,8,0.125,0.375,1.1111404660392044,1
A,newton,A1,3,0.0,13,1,0,0,0,0,0.3043807145043604,0,1.4142135623730951,2.4494897427831783,0.0,0,0.0,1.4142135623730951,2.4494897427831783,1.0,0,1.0,0.0,8,0.125,0.375,1.1111404660392044,1
A,neural,A1,3,0.0,14,1,0,0,0,0,0.3043807145043604,35,0.7651960739745871,1.6078237249971312,5.920428591821292e-08,35,5.920428591821292e-08,0.7651960739745871,1.6078237249971312,1.0,35,1.0,5.920428591821292e-08,8,0.125,0.375,1.1111404660392044,1
