block,solver,A_name,q,sigma,instance_id,instance_seed,restart_id,restart_seed,converged,steps,score,train_seconds,loss_obs,loss_dyn,defect_E_train,e_impute,e_impute_x,defect_E_max,defect_T_max,eps_cert,d_H,bq_abs,bq_minus1_abs,spacing_y0,interior_sep_T1,minimax_lb_T1,minimax_lb_E_x,digital_regime
B,neural,A1,4,0.001,0,38417433918076,15,38417433934237,0,1500,0.016554567962884903,0.09093674272298813,0.0012230990687385201,0.015331469476222992,0.19442135095596313,2.410318351595207,1.3510713553392242,0.19442132988110303,0.03097619594588442,0.06926487981935095,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,16,38417433935246,0,1500,0.018061568960547447,0.09093674272298813,0.001842840458266437,0.016218729317188263,0.19500833749771118,2.4103468251865445,1.3515163186803347,0.195008315569546,0.031069547486888255,0.06947362021083989,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,17,38417433936255,0,1500,0.018161360174417496,0.09093674272298813,0.0018570208922028542,0.016304340213537216,0.19043655693531036,2.415619935921863,1.359322809712439,0.19043652482266502,0.030339961149023386,0.06784221556391891,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,18,38417433937264,0,1500,0.017414625734090805,0.09093674272298813,0.0013666331069543958,0.016047991812229156,0.1933848261833191,2.4123110974013433,1.3541320951981457,0.19338480180902326,0.030810820581171544,0.06889508926204914,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,19,38417433938273,0,1500,0.005360553506761789,0.09093674272298813,6.822885188739747e-05,0.005292324814945459,0.09256242215633392,2.4095613993217566,1.3503625525721001,0.0925624571448615,0.014734536636210965,0.032947425535528804,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,20,38417433939282,0,1500,0.022221626713871956,0.09093674272298813,0.001182051608338952,0.021039575338363647,0.2463950514793396,2.3921516138419587,1.3195139787405554,0.24639506160210814,0.03927694884182817,0.08782592755910941,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,21,38417433940291,0,1500,0.004579324275255203,0.09093674272298813,0.00029972047195769846,0.004279603715986013,0.08831968903541565,2.4043341309212884,1.3415258668387773,0.08831972529816103,0.014058817825654709,0.03143647234144971,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,22,38417433941300,0,1500,0.002006945665925741,0.09093674272298813,0.0,0.002006945665925741,0.06658200174570084,2.402247514978377,1.341607439834532,0.06658198495363032,0.010598777186518013,0.02369958626742824,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,23,38417433942309,0,1500,0.0007267429027706385,0.09093674272298813,0.0001234480005223304,0.0006032949313521385,0.0446753054857254,2.4126367626947953,1.3587054317777065,0.044675296279592366,0.0071107738504749924,0.015900173702290007,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,24,38417433943318,0,1500,0.023928437381982803,0.09093674272298813,0.007306276820600033,0.016622159630060196,0.16723906993865967,2.4250559244781154,1.3757364169175321,0.1672390698571445,0.026637046236177485,0.059562246103897765,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,25,38417433944327,0,1500,0.0049796621315181255,0.09093674272298813,2.943663639598526e-05,0.004950225353240967,0.0901106595993042,2.407901488289495,1.3480300808444763,0.09011064016552295,0.014344120399590722,0.0320744282909263,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,26,38417433945336,0,1500,0.017885711044073105,0.09093674272298813,0.0005803892272524536,0.017305321991443634,0.21528536081314087,2.4032232187418656,1.3389809572595786,0.2152853551096251,0.03430681676511991,0.07671237437843755,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,27,38417433946345,0,1500,0.020974349230527878,0.09093674272298813,0.0043488312512636185,0.01662551797926426,0.16719447076320648,2.425795451546581,1.3754451228084112,0.16719449568636932,0.026629408405270207,0.05954516739478844,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,28,38417433947354,0,1500,0.003110662568360567,0.09093674272298813,0.0002645199710968882,0.0028461425099521875,0.06502638012170792,2.4090898438301056,1.350838764459751,0.065026382378977,0.010350585476984208,0.02314461273345877,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,29,38417433948363,0,1500,0.00035961170215159655,0.09093674272298813,0.0,0.00035961170215159655,0.023502465337514877,2.4066518463052526,1.3480013776399125,0.02350246665640297,0.003740619835480918,0.008364280230119411,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,30,38417433949372,0,1500,0.005500253289937973,0.09093674272298813,4.688668923336081e-05,0.005453366786241531,0.09411542862653732,2.4066669185406346,1.3465616403550118,0.09411541247533703,0.014982829793041592,0.0335026259125501,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,31,38417433950381,0,1500,0.0022205286659300327,0.09093674272298813,0.0001320612063864246,0.0020884673576802015,0.06530490517616272,2.410613960318662,1.352931820176789,0.06530490707178974,0.01039477727363139,0.023243428594809715,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,32,38417433951390,0,1500,0.001618079491890967,0.09093674272298813,0.0,0.001618079491890967,0.047368124127388,2.4079005071031605,1.3491516661481762,0.0473681096653226,0.007539493308283088,0.01685881955322576,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,33,38417433952399,0,1500,0.01712833344936371,0.09093674272298813,0.00023744931968394667,0.016890883445739746,0.20360898971557617,2.4102019237263432,1.3499447478729636,0.20360898555274135,0.03244627704659985,0.07255208109298837,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,34,38417433953408,0,1500,0.014638124033808708,0.09093674272298813,0.0006563181523233652,0.013981806114315987,0.18509125709533691,2.4092871349017457,1.3497409780962641,0.1850912372248543,0.029488379700674156,0.06593802155703231,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,35,38417433954417,0,1500,0.000678894342854619,0.09093674272298813,0.0,0.000678894342854619,0.0358462817966938,2.4085523463149943,1.3521140626631472,0.03584628173847242,0.005705267188171178,0.012757365262549837,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,36,38417433955426,0,1500,0.006392534356564283,0.09093674272298813,7.086709956638515e-07,0.006391825620085001,0.11542611569166183,2.408636987851037,1.348032397827953,0.11542611437463786,0.018376281082264967,0.041090613673587864,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,37,38417433956435,0,1500,0.017683178186416626,0.09093674272298813,0.0015505037736147642,0.016132675111293793,0.19710691273212433,2.4110576932534267,1.3520251163768013,0.19710691008478493,0.03140393752709026,0.07022133907173045,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,38,38417433957444,0,1500,0.005093085113912821,0.09093674272298813,0.00018663548689801246,0.004906449466943741,0.09264131635427475,2.4173842937083716,1.3640530306936647,0.09264130857286808,0.014747092970951114,0.03297550235355602,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,39,38417433958453,0,1500,0.004907976370304823,0.09093674272298813,0.001152793294750154,0.003755182959139347,0.07944298535585403,2.3948565975818967,1.3276350850846836,0.07944298414978761,0.012646331743125922,0.028278057443642965,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,40,38417433959462,0,1500,0.0016710885101929307,0.09093674272298813,0.0007341314922086895,0.0009369570179842412,0.041164953261613846,2.399079407397622,1.3381274360279787,0.04116495269705193,0.0065519317699615385,0.014650564821574513,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,41,38417433960471,0,1500,0.002631147624924779,0.09093674272298813,0.00017565768212080002,0.002455489942803979,0.07470966130495071,2.402296153562741,1.3384145315399851,0.07470969635133089,0.01189184904146068,0.026590982834871792,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,42,38417433961480,0,1500,0.004139652010053396,0.09093674272298813,0.00032032004673965275,0.003819331992417574,0.0894516259431839,2.4126617646559487,1.3561056075613664,0.08945162623762938,0.014239481404738668,0.03184044838533985,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,43,38417433962489,0,1500,0.016291778534650803,0.09093674272298813,0.00020955003856215626,0.01608222909271717,0.2048720121383667,2.4082454214036266,1.34645443974528,0.20487203551797326,0.032645630431655075,0.07299784881351654,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,44,38417433963498,0,1500,0.053896356374025345,0.09093674272298813,0.0319182351231575,0.021978121250867844,0.2263592779636383,2.465035070307897,1.4411114165791417,0.22635924370536492,0.036087758928194734,0.08069468211906837,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,45,38417433964507,0,1500,0.003681026166304946,0.09093674272298813,0.00013403102639131248,0.003546995110809803,0.09716629981994629,2.4146731945480804,1.3610328685531974,0.09716628814435947,0.015468150791688548,0.03458783665643278,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,46,38417433965516,0,1500,0.015190954320132732,0.09093674272298813,0.0017442008247599006,0.013446753844618797,0.16875068843364716,2.4150627623482137,1.3594803999278111,0.16875066772312503,0.02688038752371665,0.06010637376456766,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,47,38417433966525,0,1500,0.01795353926718235,0.09093674272298813,0.0005761320353485644,0.017377406358718872,0.20231103897094727,2.4126894699537362,1.354104913122581,0.20231102558880984,0.032238712771273964,0.0720879532636592,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,48,38417433967534,0,1500,0.0009219568455591798,0.09093674272298813,2.5717879907460883e-05,0.0008962389547377825,0.038011666387319565,2.409442421742407,1.3522402209951039,0.038011671556858966,0.0060500608404006895,0.013528347307145446,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,49,38417433968543,0,1500,0.014477012678980827,0.09093674272298813,0.0011094799265265465,0.01336753275245428,0.18048356473445892,2.407936528610858,1.3472246072789058,0.18048359733088482,0.028748903093750656,0.06428450159618046,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,50,38417433969552,0,1500,0.012515038251876831,0.09093674272298813,0.0036787313874810934,0.008836306631565094,0.15861111879348755,2.4230977946556043,1.3763195352745135,0.15861110561667652,0.025259469910471545,0.05648189179542489,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,51,38417433970561,0,1500,0.0038769785314798355,0.09093674272298813,0.00047481630463153124,0.003402162343263626,0.10110506415367126,2.4135464491216747,1.3596587108424982,0.10110505535240805,0.016095883908253623,0.03599149057680009,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,52,38417433971570,0,1500,0.012527598068118095,0.09093674272298813,0.000861352018546313,0.011666245758533478,0.1584671586751938,2.417218213593182,1.3626356920601634,0.15846712958728346,0.025241079946711504,0.05644077058635368,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,53,38417433972579,0,1500,0.01777791604399681,0.09093674272298813,0.0007160012610256672,0.01706191524863243,0.20169995725154877,2.4135658087777347,1.355288885874962,0.201699958513908,0.032139850576352144,0.07186689067540918,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,54,38417433973588,0,1500,0.019280917942523956,0.09093674272298813,0.0008345275418832898,0.018446389585733414,0.18005099892616272,2.4240109330547552,1.3717833693913788,0.18005099899203078,0.0286850718156132,0.06414177051917443,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,55,38417433974597,0,1500,0.018000425770878792,0.09093674272298813,0.0010556806810200214,0.016944745555520058,0.20644885301589966,2.405985440810209,1.3439491028368107,0.20644886728148465,0.03289550677976564,0.07355658931386116,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,56,38417433975606,0,1500,0.002305585891008377,0.09093674272298813,0.0,0.002305585891008377,0.05939038470387459,2.400416633910661,1.3368915295990569,0.05939036123781665,0.009453650127237291,0.021139004320002115,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,57,38417433976615,0,1500,0.027145976200699806,0.09093674272298813,0.004774399101734161,0.022371577098965645,0.25245484709739685,2.3862795548769786,1.308609095032798,0.2524548215593891,0.04024717620177903,0.08999542188958969,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,58,38417433977624,0,1500,0.013724963180720806,0.09093674272298813,0.0011214386904612184,0.012603524141013622,0.16145777702331543,2.4193646599951273,1.3656963993360147,0.16145777300346886,0.025717831164428853,0.05750681871752548,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,59,38417433978633,0,1500,0.0017772084102034569,0.09093674272298813,0.0001628608733881265,0.0016143475659191608,0.04836175963282585,2.416754871700528,1.3620258644223293,0.04836175675686043,0.007697662171876967,0.017212495884145564,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,60,38417433979642,0,1500,0.019718172028660774,0.09093674272298813,0.00274563767015934,0.016972534358501434,0.1697113960981369,2.4301084324164224,1.3820309663858361,0.16971140211758026,0.027033177879286798,0.060448023385928876,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,61,38417433980651,0,1500,0.002882601460441947,0.09093674272298813,0.0,0.002882601460441947,0.07747551798820496,2.4152558687202577,1.3623167384610664,0.07747551824199142,0.012332470239224588,0.027576241785399268,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,62,38417433981660,0,1500,0.017223717644810677,0.09093674272298813,0.0022066792007535696,0.015017039142549038,0.1524992138147354,2.4287131419763526,1.380819364922903,0.15249920697750227,0.024290384956835824,0.05431495196312319,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,0,38417433918076,63,38417433982669,0,1500,0.002583935856819153,0.09093674272298813,0.0,0.002583935856819153,0.05903908982872963,2.4066473904282097,1.3466764655769663,0.0590391053298621,0.009397051644585623,0.021012446265369644,1.0,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,0,38417433919103,0,1500,0.011972667649388313,0.08588799089193344,0.0020092311315238476,0.009963436052203178,0.17006322741508484,2.1318667831130096,1.9582355851794877,0.17006323500564663,0.027084287939193635,0.06056230895421465,0.75,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,1,38417433920112,0,1500,0.0018049372592940927,0.08588799089193344,0.00033714703749865294,0.0014677902217954397,0.06228167191147804,2.1365250623937744,1.9496554011714187,0.06228166932447204,0.009913299251157524,0.02216681100688598,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,2,38417433921121,0,1500,0.0021429327316582203,0.08588799089193344,4.02316618419718e-05,0.0021027009934186935,0.06281328946352005,2.1366674833147177,1.9542998118256476,0.06281330563019649,0.009997871013063262,0.02235591921548414,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,3,38417433922130,0,1500,0.0014806557446718216,0.08588799089193344,0.0002486207813490182,0.0012320349924266338,0.045468658208847046,2.137210888100804,1.9516553785963127,0.04546865124431414,0.007237027702730785,0.016182485898355175,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,4,38417433923139,0,1500,0.00160269218031317,0.08588799089193344,0.00019972237350884825,0.001402969821356237,0.05822618305683136,2.136098025119457,1.9504050845188532,0.05822617556347778,0.009267725925752226,0.020723265166819143,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,5,38417433924148,0,1500,0.0022757246624678373,0.08588799089193344,7.25612771930173e-05,0.002203163458034396,0.06330724060535431,2.137400725697216,1.9530887793550458,0.06330724989176538,0.010076793454322469,0.02253239515908996,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,6,38417433925157,0,1500,0.003340055700391531,0.08588799089193344,0.0010742141166701913,0.0022658417001366615,0.07140634953975677,2.133600743109583,1.9580968010179651,0.0714063327095164,0.011365958773351184,0.02541505644667337,0.75,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,7,38417433926166,0,1500,0.002874376019462943,0.08588799089193344,0.00025543998344801366,0.002618936123326421,0.07190307229757309,2.133121498191123,1.9564994981506425,0.07190307961902309,0.011445136356452846,0.025592102904782824,0.75,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,8,38417433927175,0,1500,0.0016018415335565805,0.08588799089193344,2.839287117240019e-05,0.001573448651470244,0.05553659796714783,2.136197684157569,1.952611403789988,0.05553659808231373,0.008839741120148438,0.01976626204815204,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,9,38417433928184,0,1500,0.002724091522395611,0.08588799089193344,0.0008303388021886349,0.0018937526037916541,0.06421729922294617,2.135225569524646,1.9520599187630663,0.0642172854931249,0.01022192955596397,0.022856929348349677,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,10,38417433929193,0,1500,0.06992537528276443,0.08588799089193344,0.0013180917594581842,0.06860728561878204,0.3501858711242676,2.09786180625909,1.9814000065505308,0.350185769474486,0.055890476568302705,0.124974904901584,0.75,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,11,38417433930202,0,1500,0.004343599081039429,0.08588799089193344,0.0005477943923324347,0.003795804688706994,0.1112070083618164,2.1402799323929202,1.956446768775538,0.11120702069275268,0.017704156728483945,0.03958769792920038,0.75,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,12,38417433931211,0,1500,0.01402047649025917,0.08588799089193344,0.003195397788658738,0.010825078934431076,0.16957664489746094,2.137881734135488,1.9569466083709104,0.16957662387336694,0.027005167879644746,0.0603853911226795,0.75,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,13,38417433932220,0,1500,0.0047329748049378395,0.08588799089193344,0.0021854101214557886,0.0025475649163126945,0.07145988196134567,2.13854414031067,1.9515080378249012,0.07145987079365315,0.011374750882621498,0.025434716200667395,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,14,38417433933229,0,1500,0.0063942791894078255,0.08588799089193344,0.002875430276617408,0.0035188489127904177,0.08118246495723724,2.1455479849825343,1.9502549606996735,0.08118245610633851,0.012924053982558232,0.028899063249877083,0.5,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
B,neural,A1,4,0.001,1,38417433918077,15,38417433934238,0,1500,0.003006901126354933,0.08588799089193344,0.0006078415899537504,0.0023990594781935215,0.07701520621776581,2.136777958690152,1.957645010900464,0.07701520968589719,0.012258934301086476,0.02741181042893323,0.75,21,8,0.047619047619047616,0.38095238095238093,0.19047619047619047,1.126640116127244,1
